ID,PjBL01,PjBL02,PjBL03,PjBL04,PjBL05,TK_pre,PK_pre,CK_pre,TPK_pre,TCK_pre,PCK_pre,TPACK_pre,S_pre,T_pre,E_pre,M_pre,ESD_PCK_pre,ESD_INQ_pre,ESD_EVA_pre,TPACK_total_pre,STEM_total_pre,ESD_total_pre,RPPInt_total_pre,TK_post,PK_post,CK_post,TPK_post,TCK_post,PCK_post,TPACK_post,S_post,T_post,E_post,M_post,ESD_PCK_post,ESD_INQ_post,ESD_EVA_post,TPACK_total_post,STEM_total_post,ESD_total_post,RPPInt_total_post
ID-46,3,3,4,4,4,1.75,2.33,2.75,2.5,2.25,3.0,2.25,2.25,3.0,2.75,1.5,1.9545454545454546,2.0,2.0,2.404285714285714,2.375,1.984848484848485,2.2547113997114,3.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2.409090909090909,2.6923076923076925,2.8,3.4285714285714284,3.5,2.6337995337995337,3.187456987456988
ID-47,4,4,3,4,4,1.5,2.5,2.25,1.25,1.75,2.5,2.0,1.5,1.5,1.5,2.0,1.9090909090909092,2.1538461538461537,2.2,1.9642857142857142,1.625,2.0876456876456877,1.8923104673104671,3.0,3.5,3.5,2.5,3.0,3.5,2.5,3.5,3.5,3.0,2.5,2.8636363636363638,2.923076923076923,2.8,3.0714285714285716,3.125,2.8622377622377626,3.019555444555445
ID-48,4,3,3,4,4,2.0,2.6666666666666665,2.3333333333333335,1.6666666666666667,2.0,3.3333333333333335,2.0,3.0,2.3333333333333335,2.0,1.6666666666666667,1.5,2.923076923076923,2.2,2.2857142857142856,2.25,2.207692307692308,2.247802197802198,3.5,3.5,3.5,3.5,3.0,3.5,3.5,3.5,3.5,2.5,3.5,2.45,2.923076923076923,2.6,3.4285714285714284,3.25,2.6576923076923076,3.112087912087912
ID-49,3,3,3,4,4,2.5,3.5,3.0,2.5,2.5,2.0,1.5,3.0,2.0,3.0,2.0,1.23,2.6923076923076925,1.4,2.5,2.5,1.774102564102564,2.258034188034188,3.0,4.0,3.0,3.0,3.0,3.95,3.0,3.0,3.0,3.0,3.0,2.18,2.6923076923076925,2.8,3.2785714285714285,3.0,2.5574358974358975,2.9453357753357756
ID-50,4,4,4,4,4,1.0,1.0,2.0,1.5,1.0,2.5,1.0,2.0,2.5,1.5,1.0,1.4090909090909092,1.7692307692307692,1.0,1.4285714285714286,1.75,1.3927738927738929,1.523781773781774,3.0,4.0,3.0,3.0,2.5,3.5,3.0,3.0,3.0,3.0,1.5,2.772727272727273,2.6923076923076925,2.8,3.142857142857143,2.625,2.755011655011655,2.8409562659562657
ID-51,4,4,4,4,4,1.6666666666666667,2.3333333333333335,2.3333333333333335,2.0,2.0,2.3333333333333335,2.0,2.3333333333333335,2.3333333333333335,1.6666666666666667,1.0,1.9090909090909092,2.230769230769231,1.2,2.0952380952380953,1.8333333333333335,1.77995337995338,1.9028416028416029,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.6818181818181817,2.8461538461538463,2.6,4.0,3.0,2.709324009324009,3.2364413364413362
ID-52,4,4,4,4,4,1.3333333333333333,2.6666666666666665,3.0,1.0,1.3333333333333333,3.0,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,2.772727272727273,2.923076923076923,1.2,1.9047619047619049,1.5,2.2986013986013987,1.9011211011211013,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.95,3.5714285714285716,4.0,2.983333333333333,3.5182539682539677
ID-53,4,3,3,4,4,2.0,3.3333333333333335,2.3333333333333335,3.0,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.67,2.3333333333333335,2.33,2.0,2.1818181818181817,2.0,1.2,2.7142857142857144,2.3333333333333335,1.793939393939394,2.2805194805194806,3.5,4.0,4.0,4.0,4.0,3.5,4.0,3.5,3.5,3.75,3.0,2.5454545454545454,2.3846153846153846,2.2,3.857142857142857,3.4375,2.3766899766899767,3.2237776112776118
ID-54,4,3,3,4,4,1.3333333333333333,2.3333333333333335,2.0,1.6666666666666667,1.3333333333333333,2.33,1.3333333333333333,2.6666666666666665,1.0,1.67,2.0,2.0,2.0,2.0,1.7614285714285718,1.8341666666666665,2.0,1.8651984126984127,3.0,3.5,3.67,3.3333333333333335,2.6666666666666665,3.67,1.3333333333333333,3.0,3.0,3.25,2.0,2.0,2.923076923076923,2.2,3.024761904761905,2.8125,2.3743589743589744,2.7372069597069597
ID-55,4,3,3,4,4,2.0,2.6666666666666665,2.3333333333333335,2.0,2.0,3.3333333333333335,2.0,2.0,1.6666666666666667,3.0,2.3333333333333335,1.9090909090909092,1.46,2.0,2.3333333333333335,2.25,1.7896969696969698,2.1243434343434346,2.67,3.0,3.0,3.0,3.0,3.67,2.67,3.0,2.5,3.5,3.5,2.86,2.85,2.4,3.0014285714285713,3.125,2.703333333333333,2.943253968253968
ID-56,3,4,3,4,4,1.6666666666666667,2.0,1.6666666666666667,1.0,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,2.0,2.3333333333333335,1.6666666666666667,2.3181818181818183,2.3076923076923075,2.4,1.619047619047619,1.8333333333333333,2.341958041958042,1.9314463314463317,3.0,3.6666666666666665,2.3333333333333335,2.3333333333333335,2.0,3.0,2.3333333333333335,3.6666666666666665,2.3333333333333335,3.3333333333333335,2.0,2.8181818181818183,2.6923076923076925,2.8,2.666666666666667,2.8333333333333335,2.7701631701631704,2.756721056721057
ID-57,3,3,3,4,4,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,2.0,2.0,1.3333333333333333,2.772727272727273,2.4615384615384617,2.4,1.7619047619047623,1.8333333333333333,2.5447552447552453,2.046664446664447,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.33,2.0,2.772727272727273,2.8461538461538463,3.0,2.5714285714285716,2.3325,2.872960372960373,2.592296314796315
ID-58,3,3,3,4,4,3.0,2.67,3.3333333333333335,3.0,2.3333333333333335,3.0,2.3333333333333335,2.33,1.67,2.0,1.3333333333333333,2.3636363636363638,1.54,2.4,2.8099999999999996,1.8333333333333333,2.101212121212121,2.248181818181818,3.67,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.67,3.0,3.25,1.6666666666666667,2.409090909090909,2.1538461538461537,2.4,3.3814285714285712,2.8966666666666665,2.320979020979021,2.8663580863580864
ID-59,4,3,3,4,4,3.0,3.3333333333333335,1.33,2.6666666666666665,3.3333333333333335,2.0,3.3333333333333335,3.0,2.0,1.67,1.0,1.68,1.85,2.8,2.7138095238095237,1.9175,2.11,2.247103174603174,3.66666666666667,3.6666666666666665,3.0,3.3333333333333335,3.3333333333333335,3.33,3.3333333333333335,3.0,3.3333333333333335,3.67,3.3333333333333335,2.5,2.230769230769231,2.8,3.380476190476191,3.334166666666667,2.51025641025641,3.0749664224664226
ID-60,4,3,3,4,4,1.3333333333333333,3.0,2.0,2.0,2.0,3.6666666666666665,1.3333333333333333,2.0,2.0,2.3333333333333335,1.0,2.4545454545454546,2.3846153846153846,1.4,2.1904761904761902,1.8333333333333335,2.0797202797202794,2.0345099345099342,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.0,3.0,3.6666666666666665,3.3333333333333335,3.67,3.0,2.6666666666666665,1.3333333333333333,2.6363636363636362,2.3846153846153846,2.8,3.3333333333333335,2.6675,2.6069930069930067,2.869275446775447
ID-61,4,4,4,4,4,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,3.3333333333333335,1.3333333333333333,2.6666666666666665,1.6666666666666667,2.3333333333333335,1.0,1.55,1.77,1.6,1.8571428571428574,1.9166666666666665,1.64,1.8046031746031745,3.5,4.0,4.0,3.0,3.0,4.0,3.5,3.5,4.0,3.5,2.0,2.1818181818181817,2.69,2.6,3.5714285714285716,3.25,2.4906060606060603,3.1040115440115437
ID-62,3,4,3,4,4,1.0,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.6666666666666667,3.3333333333333335,1.0,2.0,1.6666666666666667,2.6666666666666665,1.0,1.8636363636363635,2.0,1.6,1.8571428571428572,1.8333333333333335,1.821212121212121,1.8372294372294373,3.0,3.75,3.75,3.0,3.25,3.75,3.0,3.5,3.5,2.75,2.5,2.5454545454545454,2.6923076923076925,2.4,3.357142857142857,3.0625,2.5459207459207462,2.9885212010212014
ID-63,4,3,3,4,4,1.5,2.0,1.5,1.5,1.5,3.0,2.0,2.5,2.0,2.5,1.0,2.4545454545454546,1.9230769230769231,1.2,1.8571428571428572,2.0,1.8592074592074592,1.9054501054501056,2.67,3.0,3.0,3.0,3.25,3.5,3.5,3.0,3.0,3.0,3.5,2.8181818181818183,2.8461538461538463,2.6,3.1314285714285717,3.125,2.754778554778555,3.003735708735709
ID-64,3,4,3,4,4,1.5,2.5,1.5,1.5,3.0,3.0,2.0,1.5,2.5,2.5,2.0,1.6818181818181819,1.9230769230769231,1.8,2.142857142857143,2.125,1.8016317016317016,2.023162948162948,3.0,3.6666666666666665,3.0,3.0,3.0,3.6666666666666665,4.0,3.0,3.3333333333333335,3.0,2.0,2.8636363636363638,2.8461538461538463,2.8,3.333333333333333,2.8333333333333335,2.836596736596737,3.001087801087801
ID-65,4,3,4,4,4,1.6666666666666667,2.6666666666666665,3.3333333333333335,1.6666666666666667,2.3333333333333335,3.3333333333333335,2.3333333333333335,2.0,1.3333333333333333,2.6666666666666665,1.67,2.272727272727273,2.230769230769231,1.6,2.476190476190476,1.9175,2.034498834498834,2.1427297702297703,2.6666666666666665,4.0,3.6666666666666665,3.0,3.3333333333333335,4.0,3.0,3.75,4.0,3.3333333333333335,3.67,2.3636363636363638,2.769230769230769,2.8,3.3809523809523805,3.6883333333333335,2.6442890442890445,3.2378582528582527
ID-66,4,4,3,4,4,2.3333333333333335,2.0,1.67,1.33,2.3333333333333335,2.6666666666666665,1.33,2.0,2.0,2.0,2.0,1.9230769230769231,2.0,1.8,1.951904761904762,2.0,1.9076923076923078,1.9531990231990235,3.67,3.0,3.0,3.33,3.67,3.5,3.0,3.5,3.5,3.33,3.0,2.909090909090909,2.6153846153846154,2.8,3.31,3.3325,2.7748251748251747,3.1391083916083917
ID-67,4,4,3,4,4,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.2727272727272727,2.0,1.8,2.142857142857143,2.0,1.6909090909090907,1.9445887445887442,3.67,4.0,3.67,3.95,3.25,3.5,3.75,3.0,3.0,3.0,1.0,2.0454545454545454,2.230769230769231,2.0,3.684285714285714,2.5,2.0920745920745922,2.7587867687867687
ID-68,3,3,3,4,4,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.5,2.4615384615384617,2.4,2.0,1.75,2.453846153846154,2.067948717948718,3.0,3.5,3.5,3.0,3.5,3.67,3.0,3.33,2.0,2.0,1.5,2.8636363636363638,2.769230769230769,2.8,3.31,2.2075,2.8109557109557115,2.776151903651904
ID-69,4,3,4,4,4,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.67,1.0,2.0,1.67,2.090909090909091,2.0,2.4,2.142857142857143,1.835,2.1636363636363636,2.047164502164502,3.0,3.3333333333333335,3.0,2.6666666666666665,3.0,3.0,3.0,3.75,3.0,3.0,3.67,3.0,2.6923076923076925,3.0,3.0,3.355,2.897435897435898,3.0841452991452996
ID-70,3,3,3,4,4,1.5,3.0,2.0,1.5,1.5,2.0,1.5,3.0,1.5,1.5,1.0,2.090909090909091,2.0,2.2,1.8571428571428572,1.75,2.096969696969697,1.9013708513708514,2.5,3.5,2.5,2.5,3.0,4.0,1.5,3.0,3.0,3.5,1.0,2.727272727272727,2.230769230769231,2.6,2.7857142857142856,2.625,2.5193473193473195,2.643353868353868
ID-71,4,4,4,4,4,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.6818181818181819,2.0,1.8,1.8571428571428572,1.5,1.8272727272727272,1.728138528138528,2.5,4.0,3.5,3.5,3.0,3.5,4.0,3.0,4.0,3.5,2.0,2.3181818181818183,2.076923076923077,2.4,3.4285714285714284,3.125,2.2650349650349653,2.939535464535465
ID-72,4,3,3,4,4,2.5,2.0,2.5,2.5,2.5,2.5,2.5,1.5,3.5,2.5,1.0,2.1363636363636362,2.076923076923077,2.6,2.4285714285714284,2.125,2.271095571095571,2.2748889998890003,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.0,3.0,2.3181818181818183,3.0,3.0,3.5,3.25,2.772727272727273,3.1742424242424243
ID-73,3,4,4,4,4,2.0,3.5,3.5,1.5,1.5,2.5,2.0,1.95,1.0,3.0,1.0,2.090909090909091,1.62,2.0,2.357142857142857,1.7375,1.9036363636363636,1.999426406926407,3.0,3.67,3.67,3.0,3.0,3.0,3.5,3.67,3.0,3.5,4.0,2.9545454545454546,2.69,2.0,3.262857142857143,3.5425,2.5481818181818183,3.1178463203463203
ID-74,4,3,3,4,4,1.6666666666666667,3.6666666666666665,2.6666666666666665,1.6666666666666667,2.0,2.5,1.3333333333333333,2.67,2.0,2.3333333333333335,1.3333333333333333,1.7272727272727273,1.31,2.6,2.2142857142857144,2.084166666666667,1.879090909090909,2.059181096681097,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.67,3.3333333333333335,3.0,3.3333333333333335,3.0,2.3333333333333335,2.5,2.8461538461538463,3.0,3.429047619047619,2.916666666666667,2.7820512820512824,3.0425885225885225
ID-75,3,3,3,4,4,2.0,2.5,2.5,3.0,2.0,2.5,2.5,3.5,2.5,3.0,2.0,1.2727272727272727,1.2307692307692308,1.8,2.4285714285714284,2.75,1.4344988344988343,2.204356754356754,3.3333333333333335,3.6666666666666665,3.0,3.0,3.0,3.0,2.6666666666666665,3.6666666666666665,3.6666666666666665,3.3333333333333335,2.6666666666666665,2.727272727272727,2.1538461538461537,2.4,3.0952380952380953,3.333333333333333,2.4270396270396266,2.9518703518703515
ID-76,4,4,4,4,4,1.5,3.0,3.0,1.5,1.5,2.0,2.0,3.0,1.5,2.5,1.0,1.4545454545454546,1.8461538461538463,1.8,2.0714285714285716,2.0,1.7002331002331001,1.9238872238872238,3.3333333333333335,3.6666666666666665,3.0,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.3333333333333335,4.0,3.3333333333333335,4.0,2.1818181818181817,2.3076923076923075,2.2,3.4761904761904767,3.666666666666667,2.2298368298368296,3.1242313242313244
ID-77,4,3,3,4,4,2.5,3.0,2.5,2.5,2.0,3.0,2.5,2.5,2.5,3.0,1.0,2.6818181818181817,1.46,1.2,2.5714285714285716,2.25,1.7806060606060605,2.2006782106782103,3.0,3.0,3.0,3.0,3.0,3.5,3.67,3.5,3.5,3.67,3.0,3.0,2.85,2.9,3.1671428571428573,3.4175,2.9166666666666665,3.167103174603174
ID-78,3,3,3,4,4,2.0,3.5,2.5,2.0,1.5,2.0,2.0,2.0,2.0,1.0,1.0,1.7272727272727273,1.2307692307692308,1.8,2.2142857142857144,1.5,1.5860139860139861,1.7667665667665668,2.5,4.0,3.0,2.0,1.5,3.0,3.95,3.5,2.5,3.0,1.5,1.8636363636363635,1.9230769230769231,2.0,2.85,2.625,1.9289044289044288,2.4679681429681426
ID-79,3,3,4,4,4,2.0,2.0,1.67,1.33,2.0,1.0,2.6666666666666665,3.0,3.0,2.6666666666666665,1.6666666666666667,1.9090909090909092,2.0,1.4,1.8095238095238095,2.583333333333333,1.7696969696969695,2.054184704184704,3.0,3.5,3.5,3.33,2.5,3.0,3.75,3.5,3.0,3.0,2.0,2.1818181818181817,2.8461538461538463,3.0,3.2257142857142855,2.875,2.675990675990676,2.9255683205683205
ID-80,3,4,3,4,4,1.6666666666666667,2.6666666666666665,2.3333333333333335,2.3333333333333335,2.0,3.3333333333333335,2.3333333333333335,2.6666666666666665,2.6666666666666665,2.3333333333333335,1.3333333333333333,1.45,1.54,2.6,2.380952380952381,2.25,1.8633333333333333,2.164761904761905,3.3333333333333335,4.0,3.3333333333333335,3.0,3.0,3.6666666666666665,2.3333333333333335,3.6666666666666665,3.6666666666666665,3.3333333333333335,2.3333333333333335,2.3636363636363638,2.4615384615384617,2.8,3.238095238095238,3.25,2.5417249417249415,3.00994005994006
ID-81,4,3,3,4,4,1.6666666666666667,2.3333333333333335,1.33,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,2.0,1.3333333333333333,2.0,2.0,1.6363636363636365,1.4615384615384615,1.4,1.666190476190476,1.8333333333333333,1.4993006993006992,1.6662748362748363,3.0,3.67,3.0,2.0,2.0,3.33,2.0,3.33,2.0,3.33,2.0,2.409090909090909,2.6153846153846154,2.6,2.7142857142857144,2.665,2.5414918414918417,2.6402591852591857
ID-82,4,3,3,4,4,2.0,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.6666666666666665,3.6666666666666665,2.3333333333333335,2.6666666666666665,3.0,2.3333333333333335,2.0,1.3181818181818181,1.3846153846153846,1.4,2.7142857142857144,2.5,1.3675990675990672,2.193961593961594,3.0,3.0,3.67,3.0,3.0,3.67,3.5,3.67,3.0,3.0,3.67,2.090909090909091,2.0,2.8,3.262857142857143,3.335,2.296969696969697,2.9649422799422798
ID-83,3,3,3,4,4,2.3333333333333335,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,3.3333333333333335,2.6666666666666665,2.6666666666666665,2.6666666666666665,3.3333333333333335,2.0,1.1818181818181819,1.7692307692307692,2.0,2.7142857142857144,2.6666666666666665,1.6503496503496502,2.3437673437673436,3.0,3.0,3.5,4.0,3.5,3.5,3.0,3.0,3.5,3.5,2.5,2.409090909090909,2.4615384615384617,2.6,3.357142857142857,3.125,2.4902097902097906,2.9907842157842164
ID-84,3,3,3,4,4,2.0,3.0,1.6666666666666667,2.6666666666666665,2.6666666666666665,3.0,2.3333333333333335,3.0,3.0,1.67,1.6666666666666667,1.0909090909090908,1.3846153846153846,2.0,2.476190476190476,2.3341666666666665,1.4918414918414917,2.1007328782328782,3.0,3.98,3.0,2.6666666666666665,3.0,3.0,2.6666666666666665,3.3333333333333335,3.0,3.0,2.3333333333333335,2.1818181818181817,2.0,3.0,3.0447619047619052,2.916666666666667,2.393939393939394,2.7851226551226556
ID-85,4,3,4,4,4,2.6666666666666665,3.0,3.3333333333333335,2.0,2.0,3.0,2.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,1.6666666666666667,1.0,1.2307692307692308,1.0,2.5714285714285716,2.4166666666666665,1.0769230769230769,2.0216727716727716,3.0,3.5,3.67,3.0,3.0,3.5,3.5,3.5,3.0,3.0,3.0,2.272727272727273,2.6153846153846154,2.2,3.31,3.125,2.362703962703963,2.9325679875679875
ID-86,4,4,3,4,4,1.6666666666666667,2.6666666666666665,1.6666666666666667,2.0,1.6666666666666667,3.3333333333333335,1.6666666666666667,2.6666666666666665,2.0,2.0,1.3333333333333333,1.6363636363636365,2.0,2.0,2.0952380952380953,1.9999999999999998,1.878787878787879,1.9913419913419912,3.0,3.3333333333333335,3.3333333333333335,3.0,3.0,3.6666666666666665,2.3333333333333335,3.6666666666666665,3.6666666666666665,3.3333333333333335,3.3333333333333335,3.0,2.6153846153846154,2.6,3.0952380952380953,3.5,2.738461538461538,3.111233211233211
ID-87,4,3,4,4,4,2.0,3.6666666666666665,3.0,2.0,2.3333333333333335,2.67,2.0,2.3333333333333335,2.0,2.3333333333333335,2.3333333333333335,1.7727272727272727,1.6153846153846154,2.0,2.5242857142857145,2.2500000000000004,1.7960372960372961,2.1901076701076705,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.75,3.3333333333333335,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.0,2.772727272727273,2.8461538461538463,3.0,3.5357142857142856,3.3333333333333335,2.872960372960373,3.247335997335997
ID-88,4,3,3,4,4,2.0,2.6666666666666665,3.6666666666666665,2.0,2.0,3.3333333333333335,2.0,1.33,2.0,2.0,1.0,2.0,2.0,1.2,2.5238095238095233,1.5825,1.7333333333333334,1.946547619047619,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.67,2.0,2.3076923076923075,2.8,3.142857142857143,2.9175,2.3692307692307693,2.8098626373626376
ID-89,3,4,3,4,4,2.6666666666666665,2.67,1.33,1.0,2.6666666666666665,2.0,1.0,1.67,2.0,2.0,3.0,2.4545454545454546,2.6923076923076925,2.8,1.9047619047619047,2.1675,2.648951048951049,2.240404317904318,3.67,3.5,3.5,3.5,3.5,3.5,3.25,3.5,3.67,2.0,3.67,2.619047619047619,2.8461538461538463,3.0,3.488571428571429,3.21,2.821733821733822,3.1734350834350837
ID-90,3,4,3,4,4,2.3333333333333335,3.0,3.3333333333333335,2.3333333333333335,2.6666666666666665,3.6666666666666665,2.0,2.33,2.0,3.0,1.67,1.6363636363636365,1.7692307692307692,2.0,2.7619047619047623,2.25,1.801864801864802,2.2712565212565217,2.6666666666666665,3.3333333333333335,3.3333333333333335,2.3333333333333335,3.0,3.6666666666666665,3.67,3.0,3.75,3.0,3.33,3.0,2.8461538461538463,3.0,3.143333333333334,3.27,2.948717948717949,3.120683760683761
ID-91,4,3,3,4,4,1.0,3.0,3.0,1.33,2.6666666666666665,3.0,2.6666666666666665,2.0,2.0,3.0,1.67,1.5909090909090908,1.8461538461538463,2.2,2.3804761904761906,2.1675,1.8790209790209793,2.14233238983239,1.5,3.0,3.0,3.5,3.0,3.5,3.5,3.0,3.5,3.0,3.75,2.409090909090909,2.230769230769231,2.6,3.0,3.3125,2.413286713286713,2.908595571095571
ID-92,4,3,3,4,4,2.5,2.5,2.5,2.5,2.5,3.0,3.0,2.5,2.0,3.0,1.5,2.0,1.8461538461538463,2.6,2.642857142857143,2.25,2.1487179487179486,2.347191697191697,3.0,2.5,3.5,2.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.0,3.0,3.0,3.142857142857143,3.5,3.0,3.214285714285714
ID-93,3,3,3,4,4,3.0,2.0,2.0,2.5,2.5,3.0,2.5,3.5,3.5,3.0,1.5,2.272727272727273,1.38,2.2,2.5,2.875,1.9509090909090911,2.441969696969697,3.67,3.0,3.0,3.5,3.5,3.5,3.0,3.67,3.67,3.0,3.0,2.5,2.076923076923077,2.4,3.31,3.335,2.325641025641026,2.9902136752136754
ID-94,4,3,3,4,4,2.0,2.5,2.0,2.5,2.0,3.0,2.5,2.0,2.5,2.0,1.5,2.4545454545454546,1.8461538461538463,2.8,2.357142857142857,2.0,2.366899766899767,2.2413475413475417,2.5,3.0,2.5,2.5,2.5,3.0,2.5,2.5,3.0,2.5,3.5,2.619047619047619,2.769230769230769,3.0,2.642857142857143,2.875,2.7960927960927964,2.7713166463166465
ID-95,4,4,4,4,4,1.3333333333333333,1.6666666666666667,2.3333333333333335,2.0,2.0,2.0,2.0,1.6666666666666667,2.6666666666666665,2.3333333333333335,2.0,1.8181818181818181,1.54,1.2,1.9047619047619049,2.1666666666666665,1.5193939393939395,1.8636075036075035,3.0,3.5,4.0,2.5,3.5,3.5,4.0,3.5,3.5,3.5,3.5,2.77,2.85,2.6,3.4285714285714284,3.5,2.74,3.222857142857143
